IsCanceled,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
0,5,1,3,1,0.0,0,0,0,0,0,0,0,0,0,0,2,95.0,0,0
0,6,1,0,1,0.0,0,0,1,0,1,0,0,0,0,0,2,95.0,0,0
1,2,2,1,1,0.0,0,0,1,0,2,0,0,0,0,0,2,95.0,0,0
0,89,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,96.3,0,0
0,38,2,3,3,0.0,0,0,0,0,0,0,3,0,0,0,2,137.7,0,1
0,89,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,96.3,0,1
0,89,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,96.3,0,1
0,50,0,3,2,1.0,0,2,0,0,0,0,3,0,0,0,2,164.25,0,2
0,59,1,3,2,1.0,0,0,0,0,0,0,1,0,0,0,2,93.08,0,1
0,90,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,2
0,48,1,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,107.1,0,0
0,16,0,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,105.82,0,1
0,0,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.75,0,0
0,75,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,1
0,60,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,76.58,0,1
0,3,0,2,2,0.0,0,0,0,0,0,0,1,0,0,0,2,116.0,0,1
0,77,1,3,2,0.0,0,0,0,0,0,3,3,0,0,0,3,98.6,0,0
0,77,1,3,2,0.0,0,0,0,0,0,3,3,0,0,0,3,98.6,0,0
0,34,1,3,2,0.0,0,0,0,0,0,4,4,0,0,0,2,113.04,0,0
0,89,2,3,2,0.0,0,0,0,0,0,0,0,1,0,0,2,90.95,0,1
0,77,2,3,3,0.0,0,0,0,0,0,0,3,0,0,0,2,100.84,0,3
0,0,0,1,1,0.0,0,0,0,0,0,1,1,0,0,0,2,0.0,0,1
0,21,0,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,144.0,0,1
0,70,2,3,3,0.0,0,0,0,0,0,3,3,0,0,0,2,130.05,0,2
0,76,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,69.33,0,0
0,89,2,3,2,0.0,0,0,0,0,0,0,0,1,0,0,2,90.95,0,1
0,95,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,65.83,0,1
0,52,0,1,2,0.0,0,0,0,0,0,3,3,0,0,0,2,127.8,0,0
0,4,1,4,2,1.0,0,0,0,0,0,4,5,0,0,0,2,155.0,0,1
0,163,2,5,2,0.0,0,0,0,0,0,0,1,1,0,0,2,73.37,0,1
0,163,2,5,2,0.0,0,0,0,0,0,0,0,1,0,0,2,73.37,0,1
0,163,2,5,1,0.0,0,0,0,0,0,0,1,0,0,0,2,73.37,0,1
0,163,2,5,1,0.0,0,0,0,0,0,0,0,0,0,0,2,73.37,0,1
0,15,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,85.0,0,0
0,91,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,0
0,13,1,4,2,2.0,0,2,0,0,0,5,5,0,0,0,2,260.4,0,2
0,6,0,1,3,0.0,0,0,0,0,0,3,3,0,0,0,2,167.0,0,1
0,62,1,4,2,0.0,0,0,0,0,0,3,3,0,0,0,2,112.2,0,0
0,90,0,4,2,0.0,0,3,0,0,0,0,0,0,0,0,2,80.75,0,0
0,58,0,1,2,2.0,0,0,0,0,0,5,6,0,0,0,2,186.3,0,2
0,1,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,98.0,1,0
0,67,1,4,2,0.0,0,0,0,0,0,3,3,0,0,0,2,107.1,0,1
0,47,0,4,2,0.0,0,0,0,0,0,3,3,0,0,0,2,114.33,0,1
0,152,0,4,2,0.0,0,0,0,0,0,0,3,0,0,0,0,75.0,0,0
0,94,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,1
0,122,0,1,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,70,0,4,0,3.0,0,0,0,0,0,1,1,0,0,0,3,9.0,0,1
0,70,0,4,2,0.0,0,0,0,0,0,1,1,0,0,0,3,95.0,0,0
0,32,0,3,3,0.0,0,0,0,0,0,3,3,0,0,0,2,140.7,0,1
0,0,0,1,2,0.0,0,0,0,0,0,0,3,0,0,0,2,99.0,0,0
0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,108.0,0,0
0,6,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,131.0,0,1
0,18,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,127.0,0,1
0,30,0,1,2,1.0,0,0,0,0,0,0,3,1,0,0,2,130.5,0,2
0,85,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,1
0,72,1,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,79.56,0,0
0,0,0,1,2,0.0,0,0,0,0,0,0,1,0,0,0,2,99.0,0,1
0,4,0,2,2,0.0,0,3,0,0,0,0,3,0,0,0,2,119.0,0,0
0,0,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,98.0,0,0
0,9,0,3,2,2.0,0,0,0,0,0,4,5,0,0,0,2,197.33,1,1
0,72,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,99.45,0,1
0,38,0,4,3,0.0,0,0,0,0,0,0,3,0,0,0,2,139.95,0,2
0,0,0,3,2,0.0,0,3,0,0,0,0,3,0,0,0,2,118.0,1,1
0,48,0,1,1,0.0,0,0,0,0,0,3,3,0,0,0,2,127.8,0,0
0,9,1,4,2,2.0,0,0,0,0,0,4,4,0,0,0,2,174.4,0,1
0,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,73.92,0,1
0,1,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,95.0,0,0
0,2,2,0,1,0.0,0,0,1,0,1,3,3,0,0,0,2,94.0,0,0
0,0,0,3,1,0.0,0,0,1,0,2,0,0,3,0,0,2,95.0,0,0
0,4,1,1,1,0.0,0,0,1,0,3,0,0,0,0,0,2,80.0,0,0
0,1,0,3,2,2.0,0,0,0,0,0,6,5,0,0,0,2,203.33,0,0
0,93,0,1,2,0.0,0,0,0,0,0,0,0,1,0,0,2,90.95,0,0
0,57,0,5,2,0.0,0,0,0,0,0,3,3,0,0,0,2,115.6,0,1
0,2,0,1,1,0.0,0,3,0,0,0,0,0,1,0,0,2,89.0,0,1
0,77,0,3,3,0.0,0,0,0,0,0,3,3,0,0,0,2,128.7,0,2
0,76,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,94.5,0,1
0,90,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,1
0,29,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,102.0,0,1
0,29,0,3,1,0.0,0,3,0,0,0,0,0,0,0,0,2,102.0,0,1
0,79,0,5,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,1
0,77,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,94.5,0,1
0,1,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,1
0,79,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,1
0,0,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,1
0,69,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,99.45,0,2
0,92,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,1
0,4,0,3,2,0.0,0,0,0,0,0,0,0,2,0,0,2,110.15,1,0
0,7,0,2,3,1.0,0,2,0,0,0,4,4,0,0,0,2,215.0,0,1
0,29,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,2,83.57,0,1
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,29,0,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,90.95,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,26,0,2,2,1.0,0,0,0,0,0,0,3,0,0,0,2,145.0,0,2
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,30,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,111.3,0,0
0,74,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,99.45,0,0
0,26,0,2,2,1.0,0,0,0,0,0,0,3,0,0,0,2,145.0,0,2
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,63,0,4,2,2.0,0,0,0,0,0,5,5,0,0,0,2,167.45,0,1
0,74,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,99.45,0,1
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,69.99,0,0
0,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,125.0,0,0
0,72,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,105.3,0,3
0,7,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,119.0,0,1
0,24,0,3,2,2.0,0,0,0,0,0,5,5,0,0,0,2,207.0,0,2
0,29,0,4,3,0.0,0,0,0,0,0,3,3,0,0,0,2,143.18,0,1
0,154,0,2,2,0.0,0,0,0,0,0,4,4,0,0,0,2,135.0,0,2
0,0,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,1
0,74,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,99.45,0,1
0,154,0,2,2,0.0,0,0,0,0,0,4,4,0,0,0,2,135.0,0,2
0,12,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,127.0,0,1
0,8,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,115.0,0,1
0,8,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,115.0,0,1
0,122,0,2,2,0.0,0,0,0,0,0,0,0,2,0,56,2,40.5,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,74,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,99.45,0,1
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,32,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,111.3,0,2
0,78,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,1
0,72,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,105.3,0,3
0,0,0,1,2,0.0,0,0,0,0,0,0,3,0,0,0,2,99.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,3,1,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,79,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,3,96.3,0,1
0,79,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,3,96.3,0,1
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,0,0,1,2,1.0,0,0,0,0,0,0,3,0,0,0,2,124.0,0,0
0,85,1,5,2,0.0,0,0,0,0,0,0,0,0,0,0,2,72.76,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,94.0,0,0
0,77,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,1
0,5,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,129.0,0,0
0,133,0,3,2,0.0,0,0,0,0,0,0,3,0,0,0,2,80.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,122,0,2,2,0.0,0,0,0,0,0,0,0,0,0,56,3,85.0,0,0
0,77,0,4,2,0.0,0,0,0,0,0,0,2,0,0,0,2,90.95,0,0
0,14,0,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,142.0,0,1
0,1,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,1,1
0,1,0,5,2,0.0,0,2,0,0,0,0,0,0,0,0,2,120.0,0,0
0,11,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,115.0,0,0
0,77,1,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,75.16,0,1
0,199,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,106.2,0,1
0,54,2,5,2,0.0,0,0,0,0,0,3,3,0,0,0,2,114.63,0,0
0,88,1,3,3,0.0,0,0,0,0,0,0,3,1,0,0,3,115.75,0,1
0,88,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,80.75,0,0
0,33,1,3,2,0.0,1,0,0,0,0,0,0,1,0,0,2,126.0,0,1
0,33,1,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,99.0,0,0
0,70,1,3,2,0.0,0,3,0,0,0,0,0,2,0,0,2,90.56,0,1
0,23,1,1,2,0.0,0,0,0,0,0,3,3,0,0,0,2,129.0,0,1
0,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2,95.0,0,0
0,4,1,1,1,0.0,0,3,0,0,0,0,0,0,0,0,2,104.0,0,1
0,130,1,2,2,0.0,0,0,0,0,0,0,3,0,0,0,2,71.0,0,0
0,4,1,1,1,0.0,0,3,0,0,0,0,0,0,0,0,2,104.0,0,0
0,16,1,0,3,0.0,0,0,0,0,0,3,4,0,0,0,2,137.0,0,2
0,79,1,5,2,0.0,0,0,0,0,0,0,0,0,0,0,2,85.5,0,0
0,24,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,118.33,0,1
0,94,1,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,90.08,0,0
0,94,1,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,81.08,0,1
0,90,1,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,114.3,1,1
0,3,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,3,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,90,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,1
0,0,1,1,2,2.0,0,0,0,0,0,5,5,0,0,0,2,190.0,0,0
0,6,1,2,3,0.0,0,0,0,0,0,3,3,0,0,0,2,157.0,0,0
0,39,1,1,2,2.0,0,0,0,0,0,6,6,0,0,0,2,265.0,1,1
0,77,1,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,68.04,0,1
0,77,1,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,68.04,0,1
0,15,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,118.33,0,1
0,5,1,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,138.5,0,1
0,36,1,2,3,0.0,0,0,0,0,0,6,6,0,0,0,2,203.02,0,2
0,4,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,93.17,0,1
0,0,1,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,0,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,101.0,0,1
0,73,1,2,3,0.0,0,0,0,0,0,3,3,0,0,0,2,137.7,0,2
0,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,77.77,0,1
0,32,1,1,2,0.0,0,0,0,0,0,0,3,0,0,0,2,109.8,0,1
0,32,1,1,3,0.0,0,0,0,0,0,0,3,0,0,0,2,142.2,0,2
0,1,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,2
0,7,1,1,2,1.0,0,0,0,0,0,0,3,0,0,0,2,134.0,0,1
0,1,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,2
0,7,1,1,2,1.0,0,0,0,0,0,0,3,0,0,0,2,143.0,0,1
0,60,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,94.5,0,0
0,93,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.75,0,1
0,0,1,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,28,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,114.0,0,1
0,0,1,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,0,1,2,2,1.0,0,0,0,0,0,0,3,0,0,0,2,119.0,0,0
0,79,1,2,3,0.0,0,0,0,0,0,0,3,0,0,0,2,128.7,0,2
0,6,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,116.0,0,0
0,53,1,4,2,0.0,0,0,0,0,0,4,4,0,0,0,2,140.75,1,0
0,6,1,1,3,0.0,0,0,0,0,0,3,3,0,0,0,2,152.0,0,1
0,79,1,2,2,0.0,0,0,0,0,0,0,6,0,0,0,2,96.3,0,3
0,47,1,2,2,2.0,0,0,0,0,0,5,5,2,0,0,2,173.12,0,2
0,2,2,1,2,0.0,0,0,0,0,0,0,3,0,0,0,2,109.0,0,1
0,11,1,0,2,1.0,0,0,0,0,0,0,3,0,0,0,2,119.0,0,1
0,40,1,0,2,0.0,0,0,0,0,0,3,3,0,0,0,2,109.8,0,0
0,94,2,5,2,0.0,0,0,0,0,0,0,0,0,0,0,2,69.1,0,1
0,52,2,1,2,2.0,0,0,0,0,0,5,5,0,0,0,2,177.3,0,2
0,1,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,99.0,0,0
0,4,1,0,1,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,1
0,84,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,0
0,97,2,1,2,0.0,0,0,0,0,0,3,3,0,0,0,3,102.3,0,0
0,97,2,1,2,0.0,0,0,0,0,0,3,3,0,0,0,3,102.3,0,0
0,97,2,1,2,0.0,0,0,0,0,0,3,3,0,0,0,3,102.3,0,0
0,97,2,1,2,0.0,0,0,0,0,0,3,3,0,0,0,3,102.3,0,0
0,8,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,101.0,0,1
0,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,101.0,0,1
0,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2,95.0,0,1
0,90,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.95,0,1
0,25,2,1,2,1.0,0,0,0,0,0,0,3,0,0,0,2,127.67,0,2
0,134,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.0,0,0
0,5,1,0,1,0.0,0,3,0,0,0,0,0,0,0,0,2,64.68,0,1
0,45,2,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2,99.0,1,0
0,2,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,2,1,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,75,2,0,2,0.0,0,3,0,0,0,0,0,0,0,0,3,90.0,0,0
0,61,2,1,3,0.0,0,0,0,0,0,5,5,0,0,0,2,151.3,0,3
0,3,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,75.65,0,0
0,158,2,1,2,0.0,0,0,0,0,0,1,1,0,0,0,2,69.92,0,1
0,79,2,1,2,0.0,0,0,0,0,0,0,0,1,0,0,2,96.3,0,1
0,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,101.0,0,2
0,3,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,84.65,1,0
0,79,2,1,2,0.0,0,0,0,0,0,0,0,1,0,0,2,96.3,0,1
0,4,1,0,1,0.0,0,0,0,0,0,4,4,0,0,0,2,0.0,0,2
0,158,2,1,2,0.0,0,0,0,0,0,1,1,0,0,0,2,69.92,0,1
0,29,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,95.95,0,1
0,22,2,3,3,0.0,0,0,0,0,0,3,3,0,0,0,2,152.6,0,2
0,59,2,5,2,0.0,0,0,0,0,0,3,3,0,0,0,2,113.41,0,0
0,29,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,101.0,0,1
0,48,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,100.8,0,2
0,28,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,101.0,0,1
0,70,2,1,2,2.0,0,0,0,0,0,5,5,0,0,0,2,174.3,0,2
0,1,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,111.0,0,0
0,33,2,1,1,1.0,0,0,0,0,0,3,3,0,0,0,2,104.96,0,0
0,33,2,1,1,1.0,0,0,0,0,0,3,4,0,0,0,2,91.48,0,1
0,28,2,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,17,2,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,96.26,0,1
0,1,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,2
0,67,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,104.98,0,0
0,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,118.0,0,0
0,11,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,109.67,0,2
0,75,2,0,2,0.0,0,3,0,0,0,0,0,0,0,0,3,99.0,0,0
0,22,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,95.0,0,0
0,95,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,90.3,0,1
0,86,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,1
0,1,2,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,1
0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,111.0,0,0
0,41,0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,2,99.9,1,1
0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,85.0,0,0
0,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,2
0,48,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,88.5,0,1
0,19,4,7,2,1.0,0,0,0,0,0,0,3,1,0,0,2,140.05,0,2
0,70,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,99.3,0,0
0,2,2,1,2,0.0,0,0,0,0,0,0,0,1,0,0,2,99.0,0,0
0,29,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,102.8,0,1
0,72,2,5,2,0.0,0,0,0,0,0,0,0,0,0,0,2,86.82,0,0
0,6,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,104.0,1,0
0,26,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,1
0,71,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,85.5,0,0
0,4,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,73.92,0,1
0,71,1,1,2,2.0,0,0,0,0,0,5,5,0,0,0,2,168.3,0,2
0,90,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,80.75,0,0
0,33,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,80.1,0,0
0,35,1,1,3,0.0,0,0,0,0,0,3,3,0,0,0,2,137.7,0,2
0,35,1,1,2,1.0,0,0,0,0,0,0,3,0,0,0,2,112.5,0,2
0,100,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,91.9,0,1
0,35,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2,101.41,0,2
0,73,2,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,85.0,0,2
0,7,1,0,2,0.0,0,3,0,0,1,0,0,0,0,0,2,89.0,0,2
0,69,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,3,99.3,0,1
0,69,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,3,99.3,0,0
0,49,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,90.9,0,1
0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,109.0,0,0
0,4,2,1,2,2.0,0,0,0,0,0,5,5,0,0,0,2,152.85,0,2
0,5,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,95.0,0,1
0,3,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,3,70.0,0,0
0,3,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,3,70.0,0,0
0,56,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,85.5,0,1
0,20,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,77.77,0,1
0,34,2,2,3,0.0,0,0,0,0,0,3,3,0,0,0,2,135.45,0,1
0,52,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,85.5,0,0
0,66,2,3,2,0.0,0,0,0,0,0,3,3,0,0,0,3,108.8,0,0
0,66,2,3,2,0.0,0,0,0,0,0,3,3,0,0,0,3,108.8,0,0
0,5,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0,2,95.2,0,0
0,1,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,116.0,0,1
0,8,2,2,3,0.0,0,0,0,0,0,3,3,0,0,0,2,144.5,0,1
0,56,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,88.5,0,0
0,77,2,2,1,0.0,0,0,0,0,0,0,0,1,0,0,3,95.2,0,1
0,77,2,2,1,0.0,0,0,0,0,0,0,0,1,0,0,3,95.2,0,1
0,64,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,3,99.3,0,1
0,64,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,3,99.3,0,1
0,7,1,1,1,0.0,0,0,0,0,0,3,3,2,0,0,2,72.8,0,0
0,5,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,5,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,5,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,0
0,33,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,103.05,0,1
0,12,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,101.0,0,2
0,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,3,95.0,0,0
0,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,3,95.0,0,0
0,64,2,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,112.2,0,0
0,83,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,103.7,0,0
0,85,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.3,0,1
0,38,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,68.14,0,1
0,25,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,111.4,0,2
0,3,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,89.0,0,2
0,35,1,1,3,0.0,0,0,0,0,0,3,3,0,0,0,2,128.7,0,2
0,69,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,110.08,0,2
0,4,0,2,1,0.0,0,0,0,0,0,0,0,1,0,0,2,95.0,0,0
